id,release_date,movie,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,popularity,title,vote_average,vote_count,weighted_rating
13,2016-12-16,Collateral Beauty,36000000,31016021,85309093,17401,"Action, Adventure, Science Fiction",21.401,Rogue One: A Star Wars Story,7.5,9296,7.353741401925412
13,2016-12-16,Collateral Beauty,36000000,31016021,85309093,17486,"Drama, Romance",12.857,Collateral Beauty,7.2,3270,7.05671519586521
37,2016-12-16,Fences,24000000,57682904,64282881,17401,"Action, Adventure, Science Fiction",21.401,Rogue One: A Star Wars Story,7.5,9296,7.353741401925412
37,2016-12-16,Fences,24000000,57682904,64282881,17486,"Drama, Romance",12.857,Collateral Beauty,7.2,3270,7.05671519586521
2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,2470,"Adventure, Action, Fantasy",30.579,Pirates of the Caribbean: On Stranger Tides,6.4,8571,6.529773077355014
2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,2539,"Fantasy, Comedy, Romance",13.171,Midnight in Paris,7.5,3965,7.241795301949012
83,2011-05-20,Midnight in Paris,30000000,56816662,162502774,2470,"Adventure, Action, Fantasy",30.579,Pirates of the Caribbean: On Stranger Tides,6.4,8571,6.529773077355014
83,2011-05-20,Midnight in Paris,30000000,56816662,162502774,2539,"Fantasy, Comedy, Romance",13.171,Midnight in Paris,7.5,3965,7.241795301949012
30,2017-06-30,Despicable Me 3,75000000,264624300,1034727750,20686,"Action, Animation, Comedy, Family, Adventure",16.407,Despicable Me 3,6.3,4106,6.553532828324637
86,2017-06-30,The House,40000000,25584504,31192425,20686,"Action, Animation, Comedy, Family, Adventure",16.407,Despicable Me 3,6.3,4106,6.553532828324637
51,2010-03-05,Alice in Wonderland,200000000,334191110,1025491110,11,"Family, Fantasy, Adventure",22.02,Alice in Wonderland,6.6,8713,6.676974667299144
88,2010-03-05,Brooklyn's Finest,17000000,27163593,39233233,11,"Family, Fantasy, Adventure",22.02,Alice in Wonderland,6.6,8713,6.676974667299144
17,2010-03-05,The Secret of Kells,8000000,690290,3582797,11,"Family, Fantasy, Adventure",22.02,Alice in Wonderland,6.6,8713,6.676974667299144
46,2016-06-17,Finding Dory,200000000,486295561,1021215193,17454,"Adventure, Animation, Comedy, Family",15.393,Finding Dory,7.0,7845,6.972485410610869
46,2016-06-17,Finding Dory,200000000,486295561,1021215193,17465,"Action, Comedy, Mystery",14.478,Central Intelligence,6.3,3133,6.593755792935736
91,2016-06-17,Central Intelligence,50000000,127440871,217194805,17454,"Adventure, Animation, Comedy, Family",15.393,Finding Dory,7.0,7845,6.972485410610869
91,2016-06-17,Central Intelligence,50000000,127440871,217194805,17465,"Action, Comedy, Mystery",14.478,Central Intelligence,6.3,3133,6.593755792935736
57,2016-03-04,Zootopia,150000000,341268248,1019429616,17391,"Animation, Adventure, Family, Comedy",27.549,Zootopia,7.7,9977,7.515181033988969
80,2016-03-04,London Has Fallen,60000000,62524260,195194085,17391,"Animation, Adventure, Family, Comedy",27.549,Zootopia,7.7,9977,7.515181033988969
6,2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,25350747,17391,"Animation, Adventure, Family, Comedy",27.549,Zootopia,7.7,9977,7.515181033988969
49,2016-03-04,The Other Side of the Door,5000000,3000342,12905107,17391,"Animation, Adventure, Family, Comedy",27.549,Zootopia,7.7,9977,7.515181033988969
16,2016-03-04,They Will Have to Kill Us First,600000,0,7943,17391,"Animation, Adventure, Family, Comedy",27.549,Zootopia,7.7,9977,7.515181033988969
19,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,5180,"Adventure, Fantasy, Action",26.939,The Hobbit: An Unexpected Journey,7.2,12076,7.140408880211918
22,2013-07-03,Despicable Me 2,76000000,368065385,975216835,7894,"Animation, Comedy, Family",19.014,Despicable Me 2,6.9,7319,6.900155468366593
22,2013-07-03,Despicable Me 2,76000000,368065385,975216835,7967,"Action, Adventure, Western",12.482,The Lone Ranger,6.0,3789,6.397938470772552
14,2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,32327255,7894,"Animation, Comedy, Family",19.014,Despicable Me 2,6.9,7319,6.900155468366593
14,2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,32327255,7967,"Action, Adventure, Western",12.482,The Lone Ranger,6.0,3789,6.397938470772552
38,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,20649,Drama,22.009,The Greatest Showman,8.0,5197,7.597609403205425
38,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,20661,"Action, Adventure, Comedy, Fantasy",20.395,Jumanji: Welcome to the Jungle,6.7,7213,6.758905735638389
25,2017-12-20,The Greatest Showman,84000000,174340174,386665550,20649,Drama,22.009,The Greatest Showman,8.0,5197,7.597609403205425
25,2017-12-20,The Greatest Showman,84000000,174340174,386665550,20661,"Action, Adventure, Comedy, Fantasy",20.395,Jumanji: Welcome to the Jungle,6.7,7213,6.758905735638389
97,2016-04-15,The Jungle Book,175000000,364001123,962854547,17405,"Adventure, Drama, Family, Fantasy",20.129,The Jungle Book,6.8,5257,6.836527101619822
22,2016-04-15,Barbershop: The Next Cut,20000000,54030051,54404202,17405,"Adventure, Drama, Family, Fantasy",20.129,The Jungle Book,6.8,5257,6.836527101619822
21,2016-04-15,Criminal,31500000,14708696,38771262,17405,"Adventure, Drama, Family, Fantasy",20.129,The Jungle Book,6.8,5257,6.836527101619822
46,2016-04-15,Green Room,5000000,3220371,3807503,17405,"Adventure, Drama, Family, Fantasy",20.129,The Jungle Book,6.8,5257,6.836527101619822
50,2016-04-15,I Am Wrath,18000000,0,309608,17405,"Adventure, Drama, Family, Fantasy",20.129,The Jungle Book,6.8,5257,6.836527101619822
64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,960431568,0,"Adventure, Fantasy, Family",33.533,Harry Potter and the Deathly Hallows: Part 1,7.7,10788,7.526051949381699
49,2010-11-19,The Next Three Days,30000000,21148651,67255916,0,"Adventure, Fantasy, Family",33.533,Harry Potter and the Deathly Hallows: Part 1,7.7,10788,7.526051949381699
14,2010-11-19,Made in Dagenham,8000000,1095369,15644196,0,"Adventure, Fantasy, Family",33.533,Harry Potter and the Deathly Hallows: Part 1,7.7,10788,7.526051949381699
21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,7890,"Adventure, Fantasy, Action",21.275,The Hobbit: The Desolation of Smaug,7.6,7739,7.404600454239208
80,2013-12-13,American Hustle,40000000,150117807,257878294,7890,"Adventure, Fantasy, Action",21.275,The Hobbit: The Desolation of Smaug,7.6,7739,7.404600454239208
37,2013-12-13,Saving Mr. Banks,35000000,83299761,114962525,7890,"Adventure, Fantasy, Action",21.275,The Hobbit: The Desolation of Smaug,7.6,7739,7.404600454239208
93,2013-12-13,Tyler Perry's A Madea Christmas,25000000,52543354,52543354,7890,"Adventure, Fantasy, Action",21.275,The Hobbit: The Desolation of Smaug,7.6,7739,7.404600454239208
22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,11020,"Action, Adventure, Fantasy",53.783,The Hobbit: The Battle of the Five Armies,7.3,8392,7.194803746319773
84,2018-11-02,Bohemian Rhapsody,55000000,216303339,894985342,23825,"Drama, Music",37.197,Bohemian Rhapsody,8.1,7629,7.761454913733642
35,2018-11-02,The Nutcracker and the Four Realms,132900000,54858851,170293899,23825,"Drama, Music",37.197,Bohemian Rhapsody,8.1,7629,7.761454913733642
38,2018-11-02,Nobodyâs Fool,19000000,31713110,32589493,23825,"Drama, Music",37.197,Bohemian Rhapsody,8.1,7629,7.761454913733642
26,2016-07-08,The Secret Life of Pets,75000000,368384330,886750534,17459,"Adventure, Comedy, Drama",14.883,Captain Fantastic,8.0,3445,7.488224092796721
26,2016-07-08,The Secret Life of Pets,75000000,368384330,886750534,17581,"Adventure, Comedy, Animation, Family",9.909,The Secret Life of Pets,6.1,5374,6.386792963706098
73,2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,17459,"Adventure, Comedy, Drama",14.883,Captain Fantastic,8.0,3445,7.488224092796721
73,2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,17581,"Adventure, Comedy, Animation, Family",9.909,The Secret Life of Pets,6.1,5374,6.386792963706098
100,2016-07-08,The Dog Lover,2000000,0,0,17459,"Adventure, Comedy, Drama",14.883,Captain Fantastic,8.0,3445,7.488224092796721
100,2016-07-08,The Dog Lover,2000000,0,0,17581,"Adventure, Comedy, Animation, Family",9.909,The Secret Life of Pets,6.1,5374,6.386792963706098
99,2017-07-07,Spider-Man: Homecoming,175000000,334201140,880166350,20618,"Action, Adventure, Science Fiction, Drama",46.775,Spider-Man: Homecoming,7.4,11585,7.297264605970166
86,2017-07-07,A Ghost Story,100000,1594798,2769782,20618,"Action, Adventure, Science Fiction, Drama",46.775,Spider-Man: Homecoming,7.4,11585,7.297264605970166
14,2012-07-13,Ice Age: Continental Drift,95000000,161321843,879765137,5202,"Animation, Comedy, Adventure, Family",17.537,Ice Age: Continental Drift,6.3,4598,6.5371155933238825
13,2012-07-13,2016: Obamaâs America,2500000,33349941,33349941,5202,"Animation, Comedy, Adventure, Family",17.537,Ice Age: Continental Drift,6.3,4598,6.5371155933238825
56,2012-07-13,Red Lights,17700000,49521,14518884,5202,"Animation, Comedy, Adventure, Family",17.537,Ice Age: Continental Drift,6.3,4598,6.5371155933238825
10,2015-11-06,Spectre,300000000,200074175,879620923,14175,"Action, Adventure, Crime",30.318,Spectre,6.4,6719,6.554501932099483
10,2015-11-06,Spectre,300000000,200074175,879620923,14226,"Drama, Thriller, History",16.354,Spotlight,7.8,4935,7.459937527167594
7,2015-11-06,The Peanuts Movie,99000000,130178411,250091610,14175,"Action, Adventure, Crime",30.318,Spectre,6.4,6719,6.554501932099483
7,2015-11-06,The Peanuts Movie,99000000,130178411,250091610,14226,"Drama, Thriller, History",16.354,Spotlight,7.8,4935,7.459937527167594
34,2015-11-06,Spotlight,20000000,45055776,92088460,14175,"Action, Adventure, Crime",30.318,Spectre,6.4,6719,6.554501932099483
34,2015-11-06,Spotlight,20000000,45055776,92088460,14226,"Drama, Thriller, History",16.354,Spotlight,7.8,4935,7.459937527167594
18,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,17390,"Action, Adventure, Fantasy",28.088,Batman v Superman: Dawn of Justice,5.8,11991,6.020239095328855
77,2016-03-25,My Big Fat Greek Wedding 2,18000000,59689605,92096558,17390,"Action, Adventure, Fantasy",28.088,Batman v Superman: Dawn of Justice,5.8,11991,6.020239095328855
32,2016-03-25,The Lobster,4500000,9196278,18019834,17390,"Action, Adventure, Fantasy",28.088,Batman v Superman: Dawn of Justice,5.8,11991,6.020239095328855
49,2017-05-05,Guardians of the Galaxy Vol 2,200000000,389813101,862316233,20622,"Action, Adventure, Comedy, Science Fiction",40.228,Guardians of the Galaxy Vol. 2,7.7,12535,7.545613407021233
99,2017-05-05,ChÄi dÃ n zhuÄnjiÄ,23000000,0,58807172,20622,"Action, Adventure, Comedy, Science Fiction",40.228,Guardians of the Galaxy Vol. 2,7.7,12535,7.545613407021233
3,2018-10-05,Venom,116000000,213511408,853628605,23828,"Drama, Romance, Music",35.848,A Star Is Born,7.5,5676,7.292716030206878
5,2018-10-05,A Star is Born,36000000,215288866,433449571,23828,"Drama, Romance, Music",35.848,A Star Is Born,7.5,5676,7.292716030206878
78,2018-10-05,The Hate U Give,23000000,29719483,35067665,23828,"Drama, Romance, Music",35.848,A Star Is Born,7.5,5676,7.292716030206878
75,2018-10-05,Hevi reissu,3800000,10153,10153,23828,"Drama, Romance, Music",35.848,A Star Is Born,7.5,5676,7.292716030206878
82,2017-11-03,Thor: Ragnarok,180000000,315058289,846980024,20621,"Action, Adventure, Comedy, Fantasy",43.45,Thor: Ragnarok,7.5,11380,7.374937710575442
82,2017-11-03,Thor: Ragnarok,180000000,315058289,846980024,20690,"Comedy, Drama",15.974,Lady Bird,7.3,3866,7.125459405487164
53,2017-11-03,Lady Bird,10000000,48958273,78610769,20621,"Action, Adventure, Comedy, Fantasy",43.45,Thor: Ragnarok,7.5,11380,7.374937710575442
53,2017-11-03,Lady Bird,10000000,48958273,78610769,20690,"Comedy, Drama",15.974,Lady Bird,7.3,3866,7.125459405487164
82,2017-11-03,LBJ,20000000,2468683,2507181,20621,"Action, Adventure, Comedy, Fantasy",43.45,Thor: Ragnarok,7.5,11380,7.374937710575442
82,2017-11-03,LBJ,20000000,2468683,2507181,20690,"Comedy, Drama",15.974,Lady Bird,7.3,3866,7.125459405487164
38,2010-07-16,Inception,160000000,292576195,835524642,4,"Action, Science Fiction, Adventure",27.92,Inception,8.3,22186,8.133304386487527
7,2010-07-16,Valhalla Rising,5700000,30638,731613,4,"Action, Science Fiction, Adventure",27.92,Inception,8.3,22186,8.133304386487527
11,2010-07-16,Standing Ovation,5600000,531806,531806,4,"Action, Science Fiction, Adventure",27.92,Inception,8.3,22186,8.133304386487527
25,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,829724737,5208,"Adventure, Fantasy, Drama, Romance",16.542,The Twilight Saga: Breaking Dawn - Part 2,6.3,5130,6.52159954219863
59,2012-11-16,Silver Linings Playbook,21000000,132092958,236412453,5208,"Adventure, Fantasy, Drama, Romance",16.542,The Twilight Saga: Breaking Dawn - Part 2,6.3,5130,6.52159954219863
13,2012-11-16,Anna Karenina,49000000,12816367,71004627,5208,"Adventure, Fantasy, Drama, Romance",16.542,The Twilight Saga: Breaking Dawn - Part 2,6.3,5130,6.52159954219863
12,2012-11-16,Le prÃ©nom,11000000,61611,25307405,5208,"Adventure, Fantasy, Drama, Romance",16.542,The Twilight Saga: Breaking Dawn - Part 2,6.3,5130,6.52159954219863
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,17388,"Adventure, Family, Fantasy",28.563,Fantastic Beasts and Where to Find Them,7.4,12152,7.301109046863442
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,17436,Drama,16.637999999999998,Manchester by the Sea,7.5,3176,7.208808982848911
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,17445,"Drama, Thriller",16.19,Nocturnal Animals,7.4,4192,7.191657991945895
30,2016-11-18,Manchester by the Sea,8500000,47695371,77733867,17388,"Adventure, Family, Fantasy",28.563,Fantastic Beasts and Where to Find Them,7.4,12152,7.301109046863442
30,2016-11-18,Manchester by the Sea,8500000,47695371,77733867,17436,Drama,16.637999999999998,Manchester by the Sea,7.5,3176,7.208808982848911
30,2016-11-18,Manchester by the Sea,8500000,47695371,77733867,17445,"Drama, Thriller",16.19,Nocturnal Animals,7.4,4192,7.191657991945895
3,2016-11-18,Nocturnal Animals,22500000,10663357,32398681,17388,"Adventure, Family, Fantasy",28.563,Fantastic Beasts and Where to Find Them,7.4,12152,7.301109046863442
3,2016-11-18,Nocturnal Animals,22500000,10663357,32398681,17436,Drama,16.637999999999998,Manchester by the Sea,7.5,3176,7.208808982848911
3,2016-11-18,Nocturnal Animals,22500000,10663357,32398681,17445,"Drama, Thriller",16.19,Nocturnal Animals,7.4,4192,7.191657991945895
86,2016-11-18,The Edge of Seventeen,9000000,14431633,19096003,17388,"Adventure, Family, Fantasy",28.563,Fantastic Beasts and Where to Find Them,7.4,12152,7.301109046863442
86,2016-11-18,The Edge of Seventeen,9000000,14431633,19096003,17436,Drama,16.637999999999998,Manchester by the Sea,7.5,3176,7.208808982848911
86,2016-11-18,The Edge of Seventeen,9000000,14431633,19096003,17445,"Drama, Thriller",16.19,Nocturnal Animals,7.4,4192,7.191657991945895
31,2016-11-18,A Street Cat Named Bob,8000000,82703,17382693,17388,"Adventure, Family, Fantasy",28.563,Fantastic Beasts and Where to Find Them,7.4,12152,7.301109046863442
31,2016-11-18,A Street Cat Named Bob,8000000,82703,17382693,17436,Drama,16.637999999999998,Manchester by the Sea,7.5,3176,7.208808982848911
31,2016-11-18,A Street Cat Named Bob,8000000,82703,17382693,17445,"Drama, Thriller",16.19,Nocturnal Animals,7.4,4192,7.191657991945895
65,2016-11-18,Bleed for This,16000000,5083906,6603926,17388,"Adventure, Family, Fantasy",28.563,Fantastic Beasts and Where to Find Them,7.4,12152,7.301109046863442
65,2016-11-18,Bleed for This,16000000,5083906,6603926,17436,Drama,16.637999999999998,Manchester by the Sea,7.5,3176,7.208808982848911
65,2016-11-18,Bleed for This,16000000,5083906,6603926,17445,"Drama, Thriller",16.19,Nocturnal Animals,7.4,4192,7.191657991945895
12,2016-11-18,The History of Love,20000000,0,476624,17388,"Adventure, Family, Fantasy",28.563,Fantastic Beasts and Where to Find Them,7.4,12152,7.301109046863442
12,2016-11-18,The History of Love,20000000,0,476624,17436,Drama,16.637999999999998,Manchester by the Sea,7.5,3176,7.208808982848911
12,2016-11-18,The History of Love,20000000,0,476624,17445,"Drama, Thriller",16.19,Nocturnal Animals,7.4,4192,7.191657991945895
56,2016-02-12,Deadpool,58000000,363070709,801025593,17383,"Action, Adventure, Comedy",35.067,Deadpool,7.6,20175,7.5094543377810075
19,2016-02-12,The Little Prince,77500000,1311213,102028919,17383,"Action, Adventure, Comedy",35.067,Deadpool,7.6,20175,7.5094543377810075
98,2016-02-12,How to be Single,37000000,46843513,100003780,17383,"Action, Adventure, Comedy",35.067,Deadpool,7.6,20175,7.5094543377810075
64,2016-02-12,Zoolander 2,50000000,28848693,55348693,17383,"Action, Adventure, Comedy",35.067,Deadpool,7.6,20175,7.5094543377810075
2,2017-11-22,Coco,175000000,209726015,798008101,20635,"Animation, Family, Comedy, Adventure, Fantasy",25.961,Coco,8.2,8669,7.865918611541253
84,2017-11-22,Darkest Hour,30000000,56443120,150807172,20635,"Animation, Family, Comedy, Adventure, Fantasy",25.961,Coco,8.2,8669,7.865918611541253
25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,20634,"Adventure, Action, Fantasy, Comedy",28.101,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,6931,6.690786857121626
25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,20722,"Action, Comedy",14.429,Baywatch,6.1,4748,6.409964413793865
92,2018-07-27,Mission: ImpossibleâFallout,178000000,220159104,787456552,23844,Action,29.69,Mission: Impossible - Fallout,7.3,3811,7.1240499600755935
84,2018-07-27,Teen Titans Go! To The Movies,10000000,29790236,51620593,23844,Action,29.69,Mission: Impossible - Fallout,7.3,3811,7.1240499600755935
14,2014-08-01,Guardians of the Galaxy,170000000,333172112,770867516,11021,"Action, Science Fiction, Adventure",49.606,Guardians of the Galaxy,7.9,17958,7.756933117572043
35,2014-08-01,Get on Up,30000000,30569935,33339868,11021,"Action, Science Fiction, Adventure",49.606,Guardians of the Galaxy,7.9,17958,7.756933117572043
62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,11025,"Science Fiction, Adventure, Thriller",33.837,The Hunger Games: Mockingjay - Part 1,6.8,10087,6.823046097507057
2,2014-11-21,The Sleepwalker,1100000,2636,2636,11025,"Science Fiction, Adventure, Thriller",33.837,The Hunger Games: Mockingjay - Part 1,6.8,10087,6.823046097507057
36,2014-11-21,Food Chains,913000,0,176,11025,"Science Fiction, Adventure, Thriller",33.837,The Hunger Games: Mockingjay - Part 1,6.8,10087,6.823046097507057
90,2014-11-21,Reach Me,5000000,0,0,11025,"Science Fiction, Adventure, Thriller",33.837,The Hunger Games: Mockingjay - Part 1,6.8,10087,6.823046097507057
84,2014-05-30,Maleficent,180000000,241407328,758536735,11054,"Fantasy, Adventure, Action, Family, Romance",19.274,Maleficent,7.0,8143,6.973221240067744
48,2014-05-30,A Million Ways to Die in The West,40000000,42720965,86778557,11054,"Fantasy, Adventure, Action, Family, Romance",19.274,Maleficent,7.0,8143,6.973221240067744
55,2014-05-23,X-Men: Days of Future Past,200000000,233921534,747862775,11022,"Action, Adventure, Fantasy, Science Fiction",41.867,X-Men: Days of Future Past,7.5,10062,7.362318502379029
90,2014-05-23,Blended,45000000,46290741,127990741,11022,"Action, Adventure, Fantasy, Science Fiction",41.867,X-Men: Days of Future Past,7.5,10062,7.362318502379029
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,5184,"Science Fiction, Adventure, Mystery",24.98,Prometheus,6.4,7384,6.544607499814607
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,5196,"Animation, Family, Comedy",18.705,Madagascar 3: Europe's Most Wanted,6.5,3380,6.688339228538379
75,2012-06-08,Prometheus,125000000,126477084,402448265,5184,"Science Fiction, Adventure, Mystery",24.98,Prometheus,6.4,7384,6.544607499814607
75,2012-06-08,Prometheus,125000000,126477084,402448265,5196,"Animation, Family, Comedy",18.705,Madagascar 3: Europe's Most Wanted,6.5,3380,6.688339228538379
77,2012-06-08,Safety Not Guaranteed,750000,4010957,4422318,5184,"Science Fiction, Adventure, Mystery",24.98,Prometheus,6.4,7384,6.544607499814607
77,2012-06-08,Safety Not Guaranteed,750000,4010957,4422318,5196,"Animation, Family, Comedy",18.705,Madagascar 3: Europe's Most Wanted,6.5,3380,6.688339228538379
100,2016-08-05,Suicide Squad,175000000,325100054,746059887,17437,"Action, Adventure, Crime, Fantasy, Science Fiction",16.53,Suicide Squad,5.9,13533,6.081552306180057
15,2016-08-05,Operation Chromite,12700000,1022720,49196532,17437,"Action, Adventure, Crime, Fantasy, Science Fiction",16.53,Suicide Squad,5.9,13533,6.081552306180057
53,2013-06-21,Monsters University,200000000,268488329,743588329,7892,"Animation, Family",20.33,Monsters University,7.0,6362,6.968126925664908
53,2013-06-21,Monsters University,200000000,268488329,743588329,7935,"Action, Drama, Horror, Science Fiction, Thriller",14.582,World War Z,6.7,9132,6.749588219425888
69,2013-06-21,World War Z,190000000,202359711,531514650,7892,"Animation, Family",20.33,Monsters University,7.0,6362,6.968126925664908
69,2013-06-21,World War Z,190000000,202359711,531514650,7935,"Action, Drama, Horror, Science Fiction, Thriller",14.582,World War Z,6.7,9132,6.749588219425888
29,2013-06-21,This Is Martin Bonner,42000,0,0,7892,"Animation, Family",20.33,Monsters University,7.0,6362,6.968126925664908
29,2013-06-21,This Is Martin Bonner,42000,0,0,7935,"Action, Drama, Horror, Science Fiction, Thriller",14.582,World War Z,6.7,9132,6.749588219425888
44,2013-06-21,Alien Uprising,2500000,0,0,7892,"Animation, Family",20.33,Monsters University,7.0,6362,6.968126925664908
44,2013-06-21,Alien Uprising,2500000,0,0,7935,"Action, Drama, Horror, Science Fiction, Thriller",14.582,World War Z,6.7,9132,6.749588219425888
16,2014-04-04,Captain America: The Winter Soldier,170000000,259746958,714401889,11063,"Action, Adventure, Science Fiction",18.073,Captain America: The Winter Soldier,7.7,11034,7.5291010601449955
42,2014-04-04,Under the Skin,13300000,2614251,7229933,11063,"Action, Adventure, Science Fiction",18.073,Captain America: The Winter Soldier,7.7,11034,7.5291010601449955
17,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,710644566,11034,"Science Fiction, Action, Drama, Thriller",27.641,Dawn of the Planet of the Apes,7.3,7080,7.1811115355233
17,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,710644566,11138,Drama,11.140999999999998,Boyhood,7.5,3097,7.2050359649130495
85,2014-07-11,Boyhood,4000000,25379975,57273049,11034,"Science Fiction, Action, Drama, Thriller",27.641,Dawn of the Planet of the Apes,7.3,7080,7.1811115355233
85,2014-07-11,Boyhood,4000000,25379975,57273049,11138,Drama,11.140999999999998,Boyhood,7.5,3097,7.2050359649130495
100,2014-07-11,As It Is in Heaven,450000,13486,13486,11034,"Science Fiction, Action, Drama, Thriller",27.641,Dawn of the Planet of the Apes,7.3,7080,7.1811115355233
100,2014-07-11,As It Is in Heaven,450000,13486,13486,11138,Drama,11.140999999999998,Boyhood,7.5,3097,7.2050359649130495
65,2014-07-11,The Perfect Wave,4000000,0,0,11034,"Science Fiction, Action, Drama, Thriller",27.641,Dawn of the Planet of the Apes,7.3,7080,7.1811115355233
65,2014-07-11,The Perfect Wave,4000000,0,0,11138,Drama,11.140999999999998,Boyhood,7.5,3097,7.2050359649130495
56,2014-05-02,The Amazing Spider-Man 2,200000000,202853933,708996336,11048,"Action, Adventure, Fantasy",20.847,The Amazing Spider-Man 2,6.4,7220,6.546928011553314
3,2014-05-02,Ida,2600000,3827060,15298355,11048,"Action, Adventure, Fantasy",20.847,The Amazing Spider-Man 2,6.4,7220,6.546928011553314
12,2014-05-02,Water & Power,600000,42557,42557,11048,"Action, Adventure, Fantasy",20.847,The Amazing Spider-Man 2,6.4,7220,6.546928011553314
24,2017-09-08,It,35000000,327481748,697457969,20729,"Horror, Thriller",13.966,It,7.2,10931,7.1355110385525
57,2017-09-08,Home Again,15000000,27020284,37336874,20729,"Horror, Thriller",13.966,It,7.2,10931,7.1355110385525
98,2011-12-16,Mission: ImpossibleâGhost Protocol,145000000,209397903,694713230,2484,"Adventure, Action, Crime, Mystery",18.301,Sherlock Holmes: A Game of Shadows,7.1,6380,7.036205146916298
69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,2484,"Adventure, Action, Crime, Mystery",18.301,Sherlock Holmes: A Game of Shadows,7.1,6380,7.036205146916298
49,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,2484,"Adventure, Action, Crime, Mystery",18.301,Sherlock Holmes: A Game of Shadows,7.1,6380,7.036205146916298
7,2011-12-16,Carnage,25000000,2546747,38112154,2484,"Adventure, Action, Crime, Mystery",18.301,Sherlock Holmes: A Game of Shadows,7.1,6380,7.036205146916298
16,2013-10-04,Gravity,110000000,274092705,693698673,7884,"Science Fiction, Thriller, Drama",27.836,Gravity,7.2,9586,7.128619440495381
53,2013-10-04,Runner Runner,30000000,19316646,60512680,7884,"Science Fiction, Thriller, Drama",27.836,Gravity,7.2,9586,7.128619440495381
43,2013-10-04,Grace Unplugged,1700000,2507159,2507159,7884,"Science Fiction, Thriller, Drama",27.836,Gravity,7.2,9586,7.128619440495381
100,2013-10-04,Parkland,10000000,641439,1616353,7884,"Science Fiction, Thriller, Drama",27.836,Gravity,7.2,9586,7.128619440495381
15,2013-10-04,The Dirties,55000,0,0,7884,"Science Fiction, Thriller, Drama",27.836,Gravity,7.2,9586,7.128619440495381
15,2013-10-04,My Last Day Without You,1000000,0,0,7884,"Science Fiction, Thriller, Drama",27.836,Gravity,7.2,9586,7.128619440495381
68,2015-07-31,Mission: ImpossibleâRogue Nation,150000000,195042377,688858992,14197,Action,20.177,Mission: Impossible - Rogue Nation,7.1,5242,7.0273967821008085
82,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,176847,357687,14197,Action,20.177,Mission: Impossible - Rogue Nation,7.1,5242,7.0273967821008085
79,2015-07-31,Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531,14197,Action,20.177,Mission: Impossible - Rogue Nation,7.1,5242,7.0273967821008085
20,2015-07-31,Counting,50000,8374,8374,14197,Action,20.177,Mission: Impossible - Rogue Nation,7.1,5242,7.0273967821008085
38,2012-03-23,The Hunger Games,80000000,408010692,677923379,5235,"Science Fiction, Adventure, Fantasy",14.212,The Hunger Games,7.1,14587,7.0659751110521904
96,2012-03-23,Serbuan maut,1100000,4105123,9297407,5235,"Science Fiction, Adventure, Fantasy",14.212,The Hunger Games,7.1,14587,7.0659751110521904
35,2012-03-23,October Baby,1000000,5355847,5391992,5235,"Science Fiction, Adventure, Fantasy",14.212,The Hunger Games,7.1,14587,7.0659751110521904
28,2016-11-04,Doctor Strange,165000000,232641920,676404566,17384,"Action, Adventure, Fantasy, Science Fiction",33.035,Doctor Strange,7.3,12582,7.223091020284613
