id,release_date,movie,production_budget,domestic_gross,worldwide_gross,genre_ids,popularity,title,vote_average,vote_count
84,2013-08-02,The Canyons,250000,59671,62375,"Action, Comedy, Crime",14.8,2 Guns,6.5,2368
84,2013-08-02,The Canyons,250000,59671,62375,"Comedy, Horror",7.2639999999999985,Cockneys vs Zombies,5.9,206
100,2004-12-08,Blade: Trinity,65000000,52397389,131353165,"Science Fiction, Action, Horror, Thriller, Adventure, Fantasy",15.99,Blade: Trinity,5.7,2058
71,1998-08-21,Blade,45000000,70141876,131237688,"Horror, Action",17.175,Blade,6.6,3137
1,1998-08-21,Dead Man on Campus,14000000,15064948,15064948,"Horror, Action",17.175,Blade,6.6,3137
40,1998-08-21,Next Stop Wonderland,1000000,3395581,3465703,"Horror, Action",17.175,Blade,6.6,3137
96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,"Fantasy, Action, Adventure, Science Fiction",16.685,The Last Witch Hunter,5.8,2193
96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,"Drama, Comedy",12.761,Burnt,6.4,1841
96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,"Horror, Western",11.890999999999998,Bone Tomahawk,6.8,905
96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,"Horror, Thriller",8.157,Paranormal Activity: The Ghost Dimension,5.2,774
96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,"Drama, Fantasy, Music",7.942,Jem and the Holograms,5.4,241
96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,"Drama, History",7.763,Suffragette,7.3,982
7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,"Fantasy, Action, Adventure, Science Fiction",16.685,The Last Witch Hunter,5.8,2193
7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,"Drama, Comedy",12.761,Burnt,6.4,1841
7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,"Horror, Western",11.890999999999998,Bone Tomahawk,6.8,905
7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,"Horror, Thriller",8.157,Paranormal Activity: The Ghost Dimension,5.2,774
7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,"Drama, Fantasy, Music",7.942,Jem and the Holograms,5.4,241
7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,"Drama, History",7.763,Suffragette,7.3,982
16,2015-10-23,Suffragette,14000000,4702420,34044909,"Fantasy, Action, Adventure, Science Fiction",16.685,The Last Witch Hunter,5.8,2193
16,2015-10-23,Suffragette,14000000,4702420,34044909,"Drama, Comedy",12.761,Burnt,6.4,1841
16,2015-10-23,Suffragette,14000000,4702420,34044909,"Horror, Western",11.890999999999998,Bone Tomahawk,6.8,905
16,2015-10-23,Suffragette,14000000,4702420,34044909,"Horror, Thriller",8.157,Paranormal Activity: The Ghost Dimension,5.2,774
16,2015-10-23,Suffragette,14000000,4702420,34044909,"Drama, Fantasy, Music",7.942,Jem and the Holograms,5.4,241
16,2015-10-23,Suffragette,14000000,4702420,34044909,"Drama, History",7.763,Suffragette,7.3,982
28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,"Fantasy, Action, Adventure, Science Fiction",16.685,The Last Witch Hunter,5.8,2193
28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,"Drama, Comedy",12.761,Burnt,6.4,1841
28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,"Horror, Western",11.890999999999998,Bone Tomahawk,6.8,905
28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,"Horror, Thriller",8.157,Paranormal Activity: The Ghost Dimension,5.2,774
28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,"Drama, Fantasy, Music",7.942,Jem and the Holograms,5.4,241
28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,"Drama, History",7.763,Suffragette,7.3,982
53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,"Fantasy, Action, Adventure, Science Fiction",16.685,The Last Witch Hunter,5.8,2193
53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,"Drama, Comedy",12.761,Burnt,6.4,1841
53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,"Horror, Western",11.890999999999998,Bone Tomahawk,6.8,905
53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,"Horror, Thriller",8.157,Paranormal Activity: The Ghost Dimension,5.2,774
53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,"Drama, Fantasy, Music",7.942,Jem and the Holograms,5.4,241
53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,"Drama, History",7.763,Suffragette,7.3,982
77,2015-10-23,Bone Tomahawk,2000000,0,475846,"Fantasy, Action, Adventure, Science Fiction",16.685,The Last Witch Hunter,5.8,2193
77,2015-10-23,Bone Tomahawk,2000000,0,475846,"Drama, Comedy",12.761,Burnt,6.4,1841
77,2015-10-23,Bone Tomahawk,2000000,0,475846,"Horror, Western",11.890999999999998,Bone Tomahawk,6.8,905
77,2015-10-23,Bone Tomahawk,2000000,0,475846,"Horror, Thriller",8.157,Paranormal Activity: The Ghost Dimension,5.2,774
77,2015-10-23,Bone Tomahawk,2000000,0,475846,"Drama, Fantasy, Music",7.942,Jem and the Holograms,5.4,241
77,2015-10-23,Bone Tomahawk,2000000,0,475846,"Drama, History",7.763,Suffragette,7.3,982
58,2015-10-23,The Looking Glass,300000,1711,1711,"Fantasy, Action, Adventure, Science Fiction",16.685,The Last Witch Hunter,5.8,2193
58,2015-10-23,The Looking Glass,300000,1711,1711,"Drama, Comedy",12.761,Burnt,6.4,1841
58,2015-10-23,The Looking Glass,300000,1711,1711,"Horror, Western",11.890999999999998,Bone Tomahawk,6.8,905
58,2015-10-23,The Looking Glass,300000,1711,1711,"Horror, Thriller",8.157,Paranormal Activity: The Ghost Dimension,5.2,774
58,2015-10-23,The Looking Glass,300000,1711,1711,"Drama, Fantasy, Music",7.942,Jem and the Holograms,5.4,241
58,2015-10-23,The Looking Glass,300000,1711,1711,"Drama, History",7.763,Suffragette,7.3,982
63,2012-10-26,Cloud Atlas,102000000,27108272,130673154,"Drama, Science Fiction",14.681,Cloud Atlas,6.8,4505
63,2012-10-26,Cloud Atlas,102000000,27108272,130673154,"Thriller, Horror, Mystery",13.681,Silent Hill: Revelation 3D,5.2,786
63,2012-10-26,Cloud Atlas,102000000,27108272,130673154,Comedy,7.072,Fun Size,5.5,249
63,2012-10-26,Cloud Atlas,102000000,27108272,130673154,Drama,6.546,Chasing Mavericks,7.0,329
5,2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,55975672,"Drama, Science Fiction",14.681,Cloud Atlas,6.8,4505
5,2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,55975672,"Thriller, Horror, Mystery",13.681,Silent Hill: Revelation 3D,5.2,786
5,2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,55975672,Comedy,7.072,Fun Size,5.5,249
5,2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,55975672,Drama,6.546,Chasing Mavericks,7.0,329
10,2012-10-26,Fun Size,14000000,9409538,11166615,"Drama, Science Fiction",14.681,Cloud Atlas,6.8,4505
10,2012-10-26,Fun Size,14000000,9409538,11166615,"Thriller, Horror, Mystery",13.681,Silent Hill: Revelation 3D,5.2,786
10,2012-10-26,Fun Size,14000000,9409538,11166615,Comedy,7.072,Fun Size,5.5,249
10,2012-10-26,Fun Size,14000000,9409538,11166615,Drama,6.546,Chasing Mavericks,7.0,329
82,2012-10-26,Mientras duermes,5000000,0,9109597,"Drama, Science Fiction",14.681,Cloud Atlas,6.8,4505
82,2012-10-26,Mientras duermes,5000000,0,9109597,"Thriller, Horror, Mystery",13.681,Silent Hill: Revelation 3D,5.2,786
82,2012-10-26,Mientras duermes,5000000,0,9109597,Comedy,7.072,Fun Size,5.5,249
82,2012-10-26,Mientras duermes,5000000,0,9109597,Drama,6.546,Chasing Mavericks,7.0,329
67,2012-10-26,Chasing Mavericks,20000000,6002756,8300821,"Drama, Science Fiction",14.681,Cloud Atlas,6.8,4505
67,2012-10-26,Chasing Mavericks,20000000,6002756,8300821,"Thriller, Horror, Mystery",13.681,Silent Hill: Revelation 3D,5.2,786
67,2012-10-26,Chasing Mavericks,20000000,6002756,8300821,Comedy,7.072,Fun Size,5.5,249
67,2012-10-26,Chasing Mavericks,20000000,6002756,8300821,Drama,6.546,Chasing Mavericks,7.0,329
74,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,2436,"Drama, Science Fiction",14.681,Cloud Atlas,6.8,4505
74,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,2436,"Thriller, Horror, Mystery",13.681,Silent Hill: Revelation 3D,5.2,786
74,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,2436,Comedy,7.072,Fun Size,5.5,249
74,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,2436,Drama,6.546,Chasing Mavericks,7.0,329
18,2012-02-03,The Woman in Black,15000000,54333290,128955898,"Drama, Horror, Thriller",12.781,The Woman in Black,6.1,2122
18,2012-02-03,The Woman in Black,15000000,54333290,128955898,"Adventure, Drama, Romance",6.76,Big Miracle,6.6,250
55,2012-02-03,Chronicle,12000000,64575175,123681790,"Drama, Horror, Thriller",12.781,The Woman in Black,6.1,2122
55,2012-02-03,Chronicle,12000000,64575175,123681790,"Adventure, Drama, Romance",6.76,Big Miracle,6.6,250
99,2012-02-03,Big Miracle,40000000,20157300,25268680,"Drama, Horror, Thriller",12.781,The Woman in Black,6.1,2122
99,2012-02-03,Big Miracle,40000000,20157300,25268680,"Adventure, Drama, Romance",6.76,Big Miracle,6.6,250
78,2012-02-03,The Innkeepers,750000,78396,1011535,"Drama, Horror, Thriller",12.781,The Woman in Black,6.1,2122
78,2012-02-03,The Innkeepers,750000,78396,1011535,"Adventure, Drama, Romance",6.76,Big Miracle,6.6,250
70,2012-02-03,Kill List,800000,29063,462206,"Drama, Horror, Thriller",12.781,The Woman in Black,6.1,2122
70,2012-02-03,Kill List,800000,29063,462206,"Adventure, Drama, Romance",6.76,Big Miracle,6.6,250
31,2012-02-03,Dysfunctional Friends,1800000,0,0,"Drama, Horror, Thriller",12.781,The Woman in Black,6.1,2122
31,2012-02-03,Dysfunctional Friends,1800000,0,0,"Adventure, Drama, Romance",6.76,Big Miracle,6.6,250
36,2013-11-01,Ender's Game,110000000,61737191,127983283,"Science Fiction, Action, Adventure",15.533,Ender's Game,6.6,3558
36,2013-11-01,Ender's Game,110000000,61737191,127983283,"Action, Drama",13.214,Man of Tai Chi,6.0,432
36,2013-11-01,Ender's Game,110000000,61737191,127983283,"Animation, Comedy, Family",11.062,Free Birds,5.8,410
36,2013-11-01,Ender's Game,110000000,61737191,127983283,Comedy,6.533,Last Vegas,6.4,1211
16,2013-11-01,Free Birds,55000000,55750480,110387072,"Science Fiction, Action, Adventure",15.533,Ender's Game,6.6,3558
16,2013-11-01,Free Birds,55000000,55750480,110387072,"Action, Drama",13.214,Man of Tai Chi,6.0,432
16,2013-11-01,Free Birds,55000000,55750480,110387072,"Animation, Comedy, Family",11.062,Free Birds,5.8,410
16,2013-11-01,Free Birds,55000000,55750480,110387072,Comedy,6.533,Last Vegas,6.4,1211
95,2013-11-01,About Time,12000000,15323921,89309178,"Science Fiction, Action, Adventure",15.533,Ender's Game,6.6,3558
95,2013-11-01,About Time,12000000,15323921,89309178,"Action, Drama",13.214,Man of Tai Chi,6.0,432
95,2013-11-01,About Time,12000000,15323921,89309178,"Animation, Comedy, Family",11.062,Free Birds,5.8,410
95,2013-11-01,About Time,12000000,15323921,89309178,Comedy,6.533,Last Vegas,6.4,1211
73,2013-11-01,Dallas Buyers Club,5000000,27298285,60611845,"Science Fiction, Action, Adventure",15.533,Ender's Game,6.6,3558
73,2013-11-01,Dallas Buyers Club,5000000,27298285,60611845,"Action, Drama",13.214,Man of Tai Chi,6.0,432
73,2013-11-01,Dallas Buyers Club,5000000,27298285,60611845,"Animation, Comedy, Family",11.062,Free Birds,5.8,410
73,2013-11-01,Dallas Buyers Club,5000000,27298285,60611845,Comedy,6.533,Last Vegas,6.4,1211
43,2013-11-01,Mr. Nobody,46500000,3622,22254,"Science Fiction, Action, Adventure",15.533,Ender's Game,6.6,3558
43,2013-11-01,Mr. Nobody,46500000,3622,22254,"Action, Drama",13.214,Man of Tai Chi,6.0,432
43,2013-11-01,Mr. Nobody,46500000,3622,22254,"Animation, Comedy, Family",11.062,Free Birds,5.8,410
43,2013-11-01,Mr. Nobody,46500000,3622,22254,Comedy,6.533,Last Vegas,6.4,1211
40,2017-11-01,A Bad Moms Christmas,28000000,72110659,127710550,Comedy,16.604,A Bad Moms Christmas,6.3,1044
59,2005-11-11,Pride & Prejudice,28000000,38372662,126549607,"Drama, Thriller",7.814,Derailed,6.2,500
10,2005-11-11,Zathura,65000000,28045540,58545540,"Drama, Thriller",7.814,Derailed,6.2,500
19,2005-11-11,Derailed,22000000,36020063,57520063,"Drama, Thriller",7.814,Derailed,6.2,500
91,2013-06-12,This is the End,32000000,101470202,126539117,"Action, Comedy",10.635,This Is the End,6.2,3789
16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,"Fantasy, Family",21.805,The House with a Clock in Its Walls,6.2,933
16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,"Drama, History",16.142,Colette,7.0,320
16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,"Thriller, Mystery, Fantasy, Horror",14.401,Apostle,6.1,536
16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,"Comedy, Drama, Western",13.738,The Sisters Brothers,7.0,590
16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,"Comedy, Romance",12.057,Nappily Ever After,7.3,549
16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,126331750,"Thriller, Comedy, Action, Drama, Crime",10.144,Assassination Nation,6.2,254
82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,"Fantasy, Family",21.805,The House with a Clock in Its Walls,6.2,933
82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,"Drama, History",16.142,Colette,7.0,320
82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,"Thriller, Mystery, Fantasy, Horror",14.401,Apostle,6.1,536
82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,"Comedy, Drama, Western",13.738,The Sisters Brothers,7.0,590
82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,"Comedy, Romance",12.057,Nappily Ever After,7.3,549
82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,"Thriller, Comedy, Action, Drama, Crime",10.144,Assassination Nation,6.2,254
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,6653715,"Fantasy, Family",21.805,The House with a Clock in Its Walls,6.2,933
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,6653715,"Drama, History",16.142,Colette,7.0,320
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,6653715,"Thriller, Mystery, Fantasy, Horror",14.401,Apostle,6.1,536
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,6653715,"Comedy, Drama, Western",13.738,The Sisters Brothers,7.0,590
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,6653715,"Comedy, Romance",12.057,Nappily Ever After,7.3,549
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,6653715,"Thriller, Comedy, Action, Drama, Crime",10.144,Assassination Nation,6.2,254
95,2016-01-15,Ride Along 2,40000000,90862685,124827316,"Action, Drama, History, Thriller, War",21.486,13 Hours: The Secret Soldiers of Benghazi,7.0,1573
95,2016-01-15,Ride Along 2,40000000,90862685,124827316,"Action, Comedy",12.977,Ride Along 2,6.2,939
95,2016-01-15,Ride Along 2,40000000,90862685,124827316,"Adventure, Science Fiction",12.967,The 5th Wave,5.8,3657
95,2016-01-15,Ride Along 2,40000000,90862685,124827316,"Adventure, Animation, Comedy, Family",9.325,Norm of the North,4.2,192
95,2016-01-15,Ride Along 2,40000000,90862685,124827316,"Comedy, Drama, War",6.404,A Perfect Day,6.7,326
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,"Action, Drama, History, Thriller, War",21.486,13 Hours: The Secret Soldiers of Benghazi,7.0,1573
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,"Action, Comedy",12.977,Ride Along 2,6.2,939
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,"Adventure, Science Fiction",12.967,The 5th Wave,5.8,3657
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,"Adventure, Animation, Comedy, Family",9.325,Norm of the North,4.2,192
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,"Comedy, Drama, War",6.404,A Perfect Day,6.7,326
47,2016-01-15,The Lady in the Van,6000000,10021175,42320503,"Action, Drama, History, Thriller, War",21.486,13 Hours: The Secret Soldiers of Benghazi,7.0,1573
47,2016-01-15,The Lady in the Van,6000000,10021175,42320503,"Action, Comedy",12.977,Ride Along 2,6.2,939
47,2016-01-15,The Lady in the Van,6000000,10021175,42320503,"Adventure, Science Fiction",12.967,The 5th Wave,5.8,3657
47,2016-01-15,The Lady in the Van,6000000,10021175,42320503,"Adventure, Animation, Comedy, Family",9.325,Norm of the North,4.2,192
47,2016-01-15,The Lady in the Van,6000000,10021175,42320503,"Comedy, Drama, War",6.404,A Perfect Day,6.7,326
9,2016-01-15,Norm of the North,18000000,17062499,30535660,"Action, Drama, History, Thriller, War",21.486,13 Hours: The Secret Soldiers of Benghazi,7.0,1573
9,2016-01-15,Norm of the North,18000000,17062499,30535660,"Action, Comedy",12.977,Ride Along 2,6.2,939
9,2016-01-15,Norm of the North,18000000,17062499,30535660,"Adventure, Science Fiction",12.967,The 5th Wave,5.8,3657
9,2016-01-15,Norm of the North,18000000,17062499,30535660,"Adventure, Animation, Comedy, Family",9.325,Norm of the North,4.2,192
9,2016-01-15,Norm of the North,18000000,17062499,30535660,"Comedy, Drama, War",6.404,A Perfect Day,6.7,326
8,2004-10-29,Ray,40000000,75305995,124823094,"Horror, Mystery, Crime",19.127,Saw,7.4,4795
57,2004-10-29,Saw,1200000,55968727,103880027,"Horror, Mystery, Crime",19.127,Saw,7.4,4795
73,2004-10-29,Birth,20000000,5005899,14603001,"Horror, Mystery, Crime",19.127,Saw,7.4,4795
93,2013-12-20,Walking with Dinosaurs,80000000,36076121,123368842,"Animation, Family, Adventure",10.56,Walking with Dinosaurs,5.4,210
93,2013-12-20,Walking with Dinosaurs,80000000,36076121,123368842,"Comedy, Drama, History",9.585,Saving Mr. Banks,7.4,2050
93,2013-12-20,Walking with Dinosaurs,80000000,36076121,123368842,"Animation, Action, Adventure, Family",7.727,Tarzan,5.5,348
12,2013-12-20,Le passÃ©,8000000,1335672,15752575,"Animation, Family, Adventure",10.56,Walking with Dinosaurs,5.4,210
12,2013-12-20,Le passÃ©,8000000,1335672,15752575,"Comedy, Drama, History",9.585,Saving Mr. Banks,7.4,2050
12,2013-12-20,Le passÃ©,8000000,1335672,15752575,"Animation, Action, Adventure, Family",7.727,Tarzan,5.5,348
60,2013-12-20,Dhoom 3,24000000,8031955,11723620,"Animation, Family, Adventure",10.56,Walking with Dinosaurs,5.4,210
60,2013-12-20,Dhoom 3,24000000,8031955,11723620,"Comedy, Drama, History",9.585,Saving Mr. Banks,7.4,2050
60,2013-12-20,Dhoom 3,24000000,8031955,11723620,"Animation, Action, Adventure, Family",7.727,Tarzan,5.5,348
20,2015-09-04,Tian jiang xiong shi,65000000,74070,122519874,"Thriller, Action, Crime, Mystery",13.428,The Transporter Refueled,5.4,836
20,2015-09-04,Tian jiang xiong shi,65000000,74070,122519874,"Comedy, Science Fiction",7.786,Absolutely Anything,5.7,688
34,2015-09-04,The Transporter Refueled,22000000,16029670,69698495,"Thriller, Action, Crime, Mystery",13.428,The Transporter Refueled,5.4,836
34,2015-09-04,The Transporter Refueled,22000000,16029670,69698495,"Comedy, Science Fiction",7.786,Absolutely Anything,5.7,688
52,2015-09-04,Before We Go,3000000,37151,483938,"Thriller, Action, Crime, Mystery",13.428,The Transporter Refueled,5.4,836
52,2015-09-04,Before We Go,3000000,37151,483938,"Comedy, Science Fiction",7.786,Absolutely Anything,5.7,688
50,2015-09-04,Heroes of Dirt,175000,0,0,"Thriller, Action, Crime, Mystery",13.428,The Transporter Refueled,5.4,836
50,2015-09-04,Heroes of Dirt,175000,0,0,"Comedy, Science Fiction",7.786,Absolutely Anything,5.7,688
15,1996-03-15,Executive Decision,55000000,56679192,122079192,"Action, Adventure, Drama, Thriller",13.86,Executive Decision,6.1,402
85,2019-01-11,The Upside,37500000,108235497,119024536,"Comedy, Drama",28.138,The Upside,7.3,274
41,2019-01-11,A Dogâs Way Home,61000000,41952715,81149689,"Comedy, Drama",28.138,The Upside,7.3,274
14,2011-12-23,We Bought a Zoo,50000000,75624550,118729073,"Drama, Comedy, Family",9.931,We Bought a Zoo,6.7,1523
10,2011-12-23,In The Land of Blood and Honey,13000000,303877,509193,"Drama, Comedy, Family",9.931,We Bought a Zoo,6.7,1523
49,2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621,"Thriller, Crime, Drama, Action",10.555,Harry Brown,6.8,505
49,2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621,"Horror, Mystery, Thriller",9.795,A Nightmare on Elm Street,5.5,1408
49,2010-04-30,A Nightmare on Elm Street,35000000,63075011,117729621,"Crime, Drama, Thriller",9.087,The Disappearance of Alice Creed,6.6,280
17,2010-04-30,Furry Vengeance,35000000,17630465,39340177,"Thriller, Crime, Drama, Action",10.555,Harry Brown,6.8,505
17,2010-04-30,Furry Vengeance,35000000,17630465,39340177,"Horror, Mystery, Thriller",9.795,A Nightmare on Elm Street,5.5,1408
17,2010-04-30,Furry Vengeance,35000000,17630465,39340177,"Crime, Drama, Thriller",9.087,The Disappearance of Alice Creed,6.6,280
34,2010-04-30,Housefull,10100000,1183658,18726300,"Thriller, Crime, Drama, Action",10.555,Harry Brown,6.8,505
34,2010-04-30,Housefull,10100000,1183658,18726300,"Horror, Mystery, Thriller",9.795,A Nightmare on Elm Street,5.5,1408
34,2010-04-30,Housefull,10100000,1183658,18726300,"Crime, Drama, Thriller",9.087,The Disappearance of Alice Creed,6.6,280
81,2010-04-30,Harry Brown,7300000,1818681,12023606,"Thriller, Crime, Drama, Action",10.555,Harry Brown,6.8,505
81,2010-04-30,Harry Brown,7300000,1818681,12023606,"Horror, Mystery, Thriller",9.795,A Nightmare on Elm Street,5.5,1408
81,2010-04-30,Harry Brown,7300000,1818681,12023606,"Crime, Drama, Thriller",9.087,The Disappearance of Alice Creed,6.6,280
15,2010-04-30,Please Give,3000000,4033574,4570178,"Thriller, Crime, Drama, Action",10.555,Harry Brown,6.8,505
15,2010-04-30,Please Give,3000000,4033574,4570178,"Horror, Mystery, Thriller",9.795,A Nightmare on Elm Street,5.5,1408
15,2010-04-30,Please Give,3000000,4033574,4570178,"Crime, Drama, Thriller",9.087,The Disappearance of Alice Creed,6.6,280
49,2010-04-30,Gunless,9900000,458054,458054,"Thriller, Crime, Drama, Action",10.555,Harry Brown,6.8,505
49,2010-04-30,Gunless,9900000,458054,458054,"Horror, Mystery, Thriller",9.795,A Nightmare on Elm Street,5.5,1408
49,2010-04-30,Gunless,9900000,458054,458054,"Crime, Drama, Thriller",9.087,The Disappearance of Alice Creed,6.6,280
73,2010-04-30,The Good Heart,3800000,20930,340930,"Thriller, Crime, Drama, Action",10.555,Harry Brown,6.8,505
73,2010-04-30,The Good Heart,3800000,20930,340930,"Horror, Mystery, Thriller",9.795,A Nightmare on Elm Street,5.5,1408
73,2010-04-30,The Good Heart,3800000,20930,340930,"Crime, Drama, Thriller",9.087,The Disappearance of Alice Creed,6.6,280
62,2016-12-23,Why Him?,38000000,60323786,117425156,Comedy,15.044,Why Him?,6.2,2494
62,2016-12-23,Why Him?,38000000,60323786,117425156,"Drama, Fantasy",11.128,A Monster Calls,7.1,1918
62,2016-12-23,Why Him?,38000000,60323786,117425156,"Drama, History",10.617,Silence,7.1,1560
42,2016-12-23,Silence,46500000,7100177,23726626,Comedy,15.044,Why Him?,6.2,2494
42,2016-12-23,Silence,46500000,7100177,23726626,"Drama, Fantasy",11.128,A Monster Calls,7.1,1918
42,2016-12-23,Silence,46500000,7100177,23726626,"Drama, History",10.617,Silence,7.1,1560
94,2018-02-23,Game Night,37000000,69179066,117378084,Science Fiction,25.197,Annihilation,6.3,4465
94,2018-02-23,Game Night,37000000,69179066,117378084,"Mystery, Comedy, Crime",19.459,Game Night,6.9,2756
32,2018-02-23,Annihilation,55000000,32732301,43070915,Science Fiction,25.197,Annihilation,6.3,4465
32,2018-02-23,Annihilation,55000000,32732301,43070915,"Mystery, Comedy, Crime",19.459,Game Night,6.9,2756
63,2011-04-22,Water for Elephants,38000000,58709717,116809717,"Drama, Romance",6.209,Water for Elephants,6.9,1627
92,2011-04-22,Madea's Big Happy Family,25000000,53345287,54160818,"Drama, Romance",6.209,Water for Elephants,6.9,1627
46,2011-04-22,Dum Maaro Dum,5200000,564489,11633427,"Drama, Romance",6.209,Water for Elephants,6.9,1627
26,2011-04-22,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,783733,"Drama, Romance",6.209,Water for Elephants,6.9,1627
47,2011-04-22,Stake Land,4000000,33245,679482,"Drama, Romance",6.209,Water for Elephants,6.9,1627
90,2012-01-13,The Iron Lady,14000000,29959436,115592104,"Romance, Family, Animation, Fantasy",26.701,Beauty and the Beast,7.7,5730
90,2012-01-13,The Iron Lady,14000000,29959436,115592104,"Thriller, Action, Drama, Crime",12.357,Contraband,6.2,1114
90,2012-01-13,The Iron Lady,14000000,29959436,115592104,"Animation, Comedy, Action, Family",9.861,Tangled Ever After,7.1,651
90,2012-01-13,The Iron Lady,14000000,29959436,115592104,"Drama, Family, TV Movie, Comedy",8.267000000000001,Frenemies,5.6,238
85,2012-01-13,Contraband,25000000,66528000,98406855,"Romance, Family, Animation, Fantasy",26.701,Beauty and the Beast,7.7,5730
85,2012-01-13,Contraband,25000000,66528000,98406855,"Thriller, Action, Drama, Crime",12.357,Contraband,6.2,1114
85,2012-01-13,Contraband,25000000,66528000,98406855,"Animation, Comedy, Action, Family",9.861,Tangled Ever After,7.1,651
85,2012-01-13,Contraband,25000000,66528000,98406855,"Drama, Family, TV Movie, Comedy",8.267000000000001,Frenemies,5.6,238
86,2012-01-13,Joyful Noise,27500000,30932113,31157914,"Romance, Family, Animation, Fantasy",26.701,Beauty and the Beast,7.7,5730
86,2012-01-13,Joyful Noise,27500000,30932113,31157914,"Thriller, Action, Drama, Crime",12.357,Contraband,6.2,1114
86,2012-01-13,Joyful Noise,27500000,30932113,31157914,"Animation, Comedy, Action, Family",9.861,Tangled Ever After,7.1,651
86,2012-01-13,Joyful Noise,27500000,30932113,31157914,"Drama, Family, TV Movie, Comedy",8.267000000000001,Frenemies,5.6,238
43,2012-01-13,We Need to Talk About Kevin,7000000,1738692,10765283,"Romance, Family, Animation, Fantasy",26.701,Beauty and the Beast,7.7,5730
43,2012-01-13,We Need to Talk About Kevin,7000000,1738692,10765283,"Thriller, Action, Drama, Crime",12.357,Contraband,6.2,1114
43,2012-01-13,We Need to Talk About Kevin,7000000,1738692,10765283,"Animation, Comedy, Action, Family",9.861,Tangled Ever After,7.1,651
43,2012-01-13,We Need to Talk About Kevin,7000000,1738692,10765283,"Drama, Family, TV Movie, Comedy",8.267000000000001,Frenemies,5.6,238
53,2012-01-13,The Divide,3000000,18000,156362,"Romance, Family, Animation, Fantasy",26.701,Beauty and the Beast,7.7,5730
